user_id,item_id,score
0,6470,1.0
0,7439,1.0
0,9635,1.0
0,6471,1.0
0,8495,0.0
0,6817,1.0
0,2380,1.0
0,3511,1.0
0,2714,1.0
0,14046,1.0
0,7786,1.0
0,16461,1.0
0,10289,1.0
0,12313,1.0
0,14510,1.0
0,6786,1.0
0,12312,1.0
0,7652,1.0
0,10116,0.0
0,2464,1.0
0,9991,1.0
0,9115,1.0
0,9117,1.0
0,9841,1.0
0,5442,1.0
0,9097,1.0
0,8032,1.0
0,15759,0.0
0,8629,1.0
0,9840,1.0
0,8034,1.0
0,9103,1.0
0,17305,1.0
0,7709,1.0
0,5447,0.0
0,14714,1.0
0,11299,1.0
0,11494,1.0
0,145,1.0
0,8487,1.0
0,8498,1.0
0,9847,1.0
0,8241,1.0
0,11910,1.0
0,1,1.0
0,3846,1.0
0,931,1.0
0,5925,1.0
0,1393,1.0
0,7713,1.0
0,13368,0.0
0,7352,1.0
0,6800,1.0
0,12403,1.0
0,1910,1.0
0,9098,1.0
0,16474,1.0
0,3845,0.0
0,3512,1.0
0,7789,1.0
0,10113,1.0
0,14043,1.0
0,12320,1.0
0,2953,1.0
0,6806,0.0
0,11700,1.0
0,14334,1.0
0,7647,0.0
0,10792,1.0
0,5927,1.0
0,2712,0.0
0,10013,1.0
0,7649,1.0
0,4159,1.0
0,9104,1.0
0,7357,1.0
0,10004,1.0
0,10286,1.0
0,8778,1.0
0,3858,1.0
0,10010,1.0
0,8255,1.0
0,5446,1.0
0,11428,1.0
0,7360,1.0
0,11429,1.0
0,148,1.0
0,6474,1.0
0,9848,1.0
0,7356,1.0
0,9113,1.0
0,4992,1.0
0,7787,1.0
0,5440,1.0
0,7359,1.0
0,1920,1.0
0,4996,1.0
0,16463,1.0
0,4625,1.0
0,11493,1.0
0,9112,1.0
0,14332,1.0
0,7355,1.0
0,430,1.0
0,16256,1.0
0,3849,0.0
0,7358,1.0
0,9540,1.0
0,10118,1.0
0,12406,1.0
0,16371,1.0
0,5926,1.0
0,9638,0.0
0,4163,1.0
0,14321,1.0
0,12915,1.0
0,10012,1.0
0,10022,1.0
0,8035,1.0
0,10287,1.0
0,10791,1.0
0,2955,1.0
0,12921,1.0
0,11912,1.0
0,9099,1.0
0,17021,1.0
0,16374,1.0
0,8785,0.0
0,11908,1.0
0,6813,1.0
0,8243,1.0
0,7364,1.0
0,16464,0.0
0,3871,1.0
0,12316,0.0
0,149,1.0
0,15763,0.0
0,930,1.0
0,11913,1.0
0,16467,0.0
0,14712,1.0
0,9640,1.0
0,2957,1.0
0,1086,1.0
0,1391,1.0
0,14702,1.0
0,10015,1.0
0,6460,1.0
0,7706,1.0
0,16372,1.0
0,14705,1.0
0,17306,1.0
0,8788,1.0
0,1389,1.0
0,7639,1.0
0,1386,1.0
0,5930,1.0
0,7651,1.0
0,6816,1.0
0,6789,1.0
0,12918,1.0
0,14112,1.0
0,7353,1.0
0,2455,1.0
0,1392,1.0
0,6790,0.0
0,7642,1.0
0,3864,0.0
0,14335,1.0
0,9636,1.0
0,7788,1.0
0,6475,1.0
0,9101,1.0
0,14337,1.0
0,11906,1.0
0,3860,1.0
0,10001,0.0
0,10006,1.0
0,6802,1.0
0,7643,1.0
0,1394,1.0
0,8790,1.0
0,7361,1.0
0,8787,0.0
0,3861,1.0
0,9849,1.0
0,3223,1.0
0,3869,1.0
0,5441,1.0
0,10288,1.0
0,9118,1.0
0,16470,0.0
0,8496,1.0
0,4406,1.0
0,8490,1.0
0,2956,1.0
0,14708,1.0
0,2717,1.0
0,14509,1.0
0,1390,1.0
0,13398,1.0
0,13338,1.0
0,7714,1.0
0,8789,1.0
0,11179,1.0
0,3865,0.0
0,16468,1.0
0,5424,1.0
0,1919,1.0
0,5928,1.0
0,6788,1.0
0,14508,1.0
0,14713,1.0
0,9842,1.0
0,7790,1.0
0,5436,0.0
0,16466,1.0
0,16469,1.0
0,14675,1.0
0,7708,1.0
0,7641,0.0
0,5439,1.0
0,4626,1.0
0,9845,1.0
0,4371,0.0
0,147,0.0
0,5449,1.0
0,5922,1.0
0,10005,0.0
0,11907,1.0
0,9108,1.0
0,6799,1.0
0,4125,1.0
0,9107,1.0
0,3853,1.0
0,16460,0.0
0,7638,1.0
0,2954,1.0
0,6819,1.0
0,8244,1.0
0,8776,0.0
0,4161,0.0
0,151,0.0
0,4994,1.0
0,15724,1.0
0,9114,1.0
0,6818,1.0
0,10117,1.0
0,12318,0.0
0,8252,1.0
0,8242,0.0
0,8033,0.0
0,574,1.0
0,2458,1.0
0,3854,0.0
0,11911,1.0
0,7712,1.0
0,3848,1.0
0,10027,1.0
0,4376,1.0
0,3876,1.0
0,8783,1.0
0,12412,1.0
0,8782,1.0
0,3851,1.0
0,2457,1.0
0,16462,1.0
0,6812,1.0
0,1915,1.0
0,12916,1.0
0,8779,1.0
0,8249,1.0
0,14711,1.0
0,3222,1.0
0,6798,1.0
0,10021,1.0
0,11699,1.0
0,8501,1.0
0,14698,1.0
0,8497,1.0
0,4997,1.0
0,13339,1.0
0,9994,0.0
0,4999,1.0
0,4374,1.0
0,6805,0.0
0,6815,1.0
0,10024,1.0
0,15764,1.0
0,8777,1.0
0,14704,0.0
0,7363,1.0
0,8780,0.0
0,13640,1.0
0,7707,1.0
0,8630,1.0
0,6809,0.0
0,6785,1.0
0,1911,1.0
0,8781,1.0
0,1084,1.0
0,6811,1.0
0,12920,1.0
0,3565,1.0
0,8775,0.0
0,7225,1.0
0,4375,0.0
0,12411,1.0
0,2213,1.0
0,1085,1.0
0,573,1.0
0,3866,1.0
0,4372,0.0
0,155,1.0
0,14331,1.0
0,9120,1.0
0,6804,1.0
0,8499,1.0
0,8786,0.0
0,12409,1.0
0,14042,0.0
0,5435,1.0
0,3857,1.0
0,8036,1.0
0,3874,1.0
0,152,1.0
0,6466,1.0
0,12917,1.0
1,15764,1.0
1,15776,0.0
1,583,0.0
1,1408,1.0
1,436,1.0
1,8791,0.0
1,1928,0.0
1,14679,0.0
1,14750,1.0
1,1920,0.0
1,17320,0.0
1,11430,0.0
1,1404,1.0
1,15770,1.0
1,14712,1.0
1,1394,1.0
1,1092,1.0
1,1090,0.0
1,158,0.0
1,1941,1.0
1,1926,0.0
1,1407,0.0
1,14746,0.0
1,1942,1.0
1,14725,1.0
1,16478,0.0
1,593,1.0
1,164,1.0
1,1400,0.0
1,1401,1.0
1,14730,0.0
1,576,0.0
1,1383,1.0
1,14738,0.0
1,14736,0.0
1,11431,1.0
1,16258,0.0
1,1089,0.0
1,1428,1.0
1,17318,0.0
1,163,1.0
1,15723,0.0
1,14735,0.0
1,1429,1.0
1,1932,0.0
1,1924,0.0
1,1417,1.0
1,1431,1.0
1,1406,1.0
1,1939,1.0
1,1414,1.0
1,433,0.0
1,1413,1.0
1,15765,0.0
1,1423,1.0
1,1418,0.0
1,159,0.0
1,16259,0.0
1,590,0.0
1,14734,1.0
1,1416,0.0
1,12326,1.0
1,591,1.0
1,584,1.0
1,157,0.0
1,12325,0.0
1,11432,1.0
1,15775,1.0
1,15724,1.0
1,15771,0.0
1,11433,1.0
1,160,1.0
1,1923,0.0
1,14743,1.0
1,16262,0.0
1,15763,0.0
1,1930,1.0
1,16477,0.0
1,2,0.0
1,1922,0.0
1,12322,1.0
1,16263,1.0
1,581,0.0
1,17319,0.0
1,431,0.0
1,15736,1.0
1,14733,0.0
1,1424,1.0
1,1915,0.0
1,1943,0.0
1,16475,0.0
1,1934,0.0
1,16476,0.0
1,17312,0.0
1,9124,1.0
1,1091,1.0
1,15766,0.0
1,577,0.0
1,592,1.0
1,1397,0.0
1,14747,0.0
1,15772,1.0
1,14693,0.0
1,14749,1.0
1,14745,0.0
1,14723,0.0
1,161,0.0
1,14732,0.0
1,17315,0.0
1,1430,1.0
1,1094,0.0
1,589,1.0
1,9122,0.0
1,17314,1.0
1,15778,1.0
1,1087,0.0
1,1425,0.0
1,586,0.0
1,1095,1.0
1,14704,1.0
1,1396,0.0
1,1410,1.0
1,1402,1.0
1,14740,0.0
1,15769,1.0
1,14744,1.0
1,16260,0.0
1,1925,1.0
1,1097,1.0
1,1426,1.0
1,15777,1.0
1,1411,1.0
1,14728,1.0
1,16257,0.0
1,17311,1.0
1,1409,1.0
1,1096,1.0
1,14726,0.0
1,1914,0.0
1,14737,1.0
1,434,1.0
1,5,1.0
1,1399,0.0
1,7378,1.0
1,1398,1.0
1,15774,1.0
1,4,0.0
1,579,0.0
1,585,1.0
1,1935,1.0
1,16261,1.0
1,15767,0.0
1,162,1.0
1,1421,1.0
1,14748,1.0
1,435,1.0
1,14729,0.0
1,14722,0.0
1,578,0.0
1,1419,1.0
1,933,1.0
1,14741,0.0
1,588,1.0
1,1405,1.0
1,14711,1.0
1,587,1.0
1,7379,1.0
1,1940,0.0
1,6,1.0
1,580,0.0
1,17322,1.0
1,582,1.0
1,1427,1.0
1,1093,0.0
1,1938,1.0
1,15722,1.0
1,932,1.0
1,1929,1.0
1,3,1.0
1,14742,0.0
1,14724,0.0
1,15773,1.0
1,1936,1.0
1,14727,0.0
1,1432,1.0
1,17321,1.0
1,1937,0.0
1,1945,1.0
1,10794,1.0
1,17313,1.0
1,1927,0.0
1,14731,0.0
1,1422,1.0
1,17310,0.0
1,14739,1.0
1,12327,1.0
1,1420,0.0
1,15768,1.0
1,1088,0.0
1,9121,0.0
1,9125,0.0
1,14751,1.0
1,9123,1.0
1,15721,0.0
1,1931,0.0
1,1415,1.0
1,17316,0.0
1,17317,0.0
1,1944,1.0
1,1933,1.0
1,1412,1.0
1,7,1.0
1,1403,0.0
2,2966,1.0
2,2961,1.0
2,7659,1.0
2,431,0.0
2,5431,1.0
2,1949,1.0
2,10118,1.0
2,14344,1.0
2,7387,1.0
2,12438,0.0
2,12930,1.0
2,12938,1.0
2,1102,1.0
2,7235,1.0
2,6473,1.0
2,7229,0.0
2,7715,1.0
2,14342,1.0
2,7364,1.0
2,17324,0.0
2,1930,1.0
2,3509,1.0
2,1945,1.0
2,5946,1.0
2,1437,1.0
2,7653,1.0
2,10213,0.0
2,17327,1.0
2,5459,1.0
2,1429,1.0
2,5457,1.0
2,12324,0.0
2,1441,1.0
2,14341,1.0
2,7352,1.0
2,11952,1.0
2,1447,1.0
2,1946,1.0
2,7797,1.0
2,6472,0.0
2,1098,1.0
2,5463,1.0
2,10023,0.0
2,2964,0.0
2,12933,1.0
2,942,1.0
2,1948,1.0
2,1442,1.0
2,6484,0.0
2,1953,1.0
2,7656,1.0
2,938,0.0
2,8040,1.0
2,11446,1.0
2,6478,1.0
2,17328,1.0
2,7655,1.0
2,14339,0.0
2,12939,1.0
2,1918,1.0
2,12439,0.0
2,5945,1.0
2,8038,0.0
2,12442,1.0
2,11950,1.0
2,1446,1.0
2,12935,0.0
2,17326,0.0
2,1440,1.0
2,17330,1.0
2,12331,1.0
2,6486,1.0
2,12315,0.0
2,2962,1.0
2,6481,1.0
2,7231,1.0
2,1444,1.0
2,7342,1.0
2,5460,1.0
2,6460,1.0
2,10121,0.0
2,8512,1.0
2,6485,1.0
2,1952,1.0
2,1384,1.0
2,1445,1.0
2,2958,1.0
2,10216,1.0
2,12931,1.0
2,1428,1.0
2,1424,1.0
2,12329,1.0
2,8275,1.0
2,8788,0.0
2,10120,1.0
2,7234,1.0
2,12427,1.0
2,12940,1.0
2,7654,1.0
2,12310,0.0
2,14343,1.0
2,11703,1.0
2,936,0.0
2,927,1.0
2,6477,1.0
2,1919,1.0
2,7357,1.0
2,12320,0.0
2,939,1.0
2,12441,1.0
2,941,1.0
2,7386,1.0
2,1369,1.0
2,10123,1.0
2,17329,1.0
2,7350,1.0
2,1099,0.0
2,2960,0.0
2,1920,1.0
2,7658,1.0
2,14328,0.0
2,6482,0.0
2,12435,1.0
2,5461,1.0
2,1435,1.0
2,1958,1.0
2,1101,1.0
2,12332,1.0
2,1382,1.0
2,7365,1.0
2,12440,1.0
2,12936,1.0
2,1434,1.0
2,1439,1.0
2,6479,1.0
2,5947,1.0
2,17325,0.0
2,1955,1.0
2,1934,0.0
2,4165,1.0
2,7441,1.0
2,12932,0.0
2,1950,1.0
2,935,1.0
2,1375,1.0
2,1100,1.0
2,7355,1.0
2,11447,0.0
2,1951,1.0
2,8274,1.0
2,1914,1.0
2,6470,1.0
2,10122,1.0
2,8039,1.0
2,934,1.0
2,940,1.0
2,5458,1.0
2,7232,1.0
2,7799,1.0
2,17323,0.0
2,1438,0.0
2,12937,1.0
2,1443,1.0
2,1436,0.0
2,7442,1.0
2,6466,1.0
2,11951,1.0
2,2965,1.0
2,7642,0.0
2,12436,0.0
2,12311,0.0
2,7708,1.0
2,12437,1.0
2,1957,1.0
2,5462,1.0
2,943,1.0
2,8037,1.0
2,7233,1.0
2,6480,1.0
2,14340,1.0
2,1954,1.0
2,1103,1.0
2,1956,0.0
2,944,1.0
2,7377,1.0
2,12434,1.0
2,2959,0.0
2,5464,1.0
2,7384,0.0
2,7385,1.0
2,6483,0.0
2,8,1.0
2,2214,0.0
2,8267,1.0
2,1377,1.0
2,7347,1.0
2,1947,0.0
2,1938,1.0
2,1942,1.0
2,7230,1.0
2,12326,1.0
2,2213,0.0
2,2963,0.0
2,2967,1.0
2,7798,1.0
2,9,1.0
2,7657,1.0
2,14327,1.0
2,11445,0.0
2,12934,1.0
2,12399,0.0
2,165,0.0
2,7341,1.0
2,12330,1.0
2,937,1.0
3,7730,0.0
3,12910,1.0
3,6483,1.0
3,12972,1.0
3,5503,0.0
3,1466,1.0
3,8035,1.0
3,1463,1.0
3,11986,1.0
3,6854,1.0
3,4176,1.0
3,4874,0.0
3,7377,1.0
3,5989,1.0
3,8529,1.0
3,7646,1.0
3,7234,0.0
3,6853,0.0
3,12497,1.0
3,5438,1.0
3,6485,1.0
3,7703,1.0
3,7383,1.0
3,12494,1.0
3,1949,1.0
3,5518,0.0
3,7453,0.0
3,5990,1.0
3,14356,1.0
3,1964,1.0
3,7648,0.0
3,8530,1.0
3,8795,1.0
3,6461,1.0
3,14353,1.0
3,14357,0.0
3,6479,1.0
3,5533,1.0
3,9869,0.0
3,7825,1.0
3,12936,1.0
3,5521,1.0
3,6850,1.0
3,6856,1.0
3,14355,1.0
3,7661,0.0
3,5499,0.0
3,5446,1.0
3,7739,1.0
3,5436,1.0
3,7663,1.0
3,12493,1.0
3,7403,1.0
3,8054,0.0
3,3566,0.0
3,5519,0.0
3,12417,1.0
3,8531,1.0
3,12499,1.0
3,8514,1.0
3,5515,0.0
3,5984,0.0
3,7702,1.0
3,2216,1.0
3,5531,0.0
3,10048,1.0
3,7362,1.0
3,9873,1.0
3,5453,0.0
3,8803,1.0
3,2129,0.0
3,5532,1.0
3,6466,0.0
3,7243,0.0
3,8497,1.0
3,6468,0.0
3,9870,0.0
3,3878,0.0
3,5525,1.0
3,5994,1.0
3,10298,1.0
3,5517,1.0
3,6488,0.0
3,1379,1.0
3,7391,1.0
3,14757,0.0
3,8045,0.0
3,12971,0.0
3,10049,1.0
3,5510,1.0
3,11987,1.0
3,11929,1.0
3,7665,0.0
3,7829,1.0
3,10,1.0
3,7708,1.0
3,11983,0.0
3,6502,1.0
3,14354,1.0
3,10047,0.0
3,9876,0.0
3,5448,0.0
3,5424,1.0
3,2217,1.0
3,5964,1.0
3,6503,0.0
3,12921,1.0
3,7452,1.0
3,6489,1.0
3,6474,1.0
3,12927,1.0
3,11899,1.0
3,438,0.0
3,7242,0.0
3,7658,1.0
3,5509,1.0
3,10296,1.0
3,6464,1.0
3,5992,1.0
3,7740,0.0
3,1961,1.0
3,7826,1.0
3,3509,1.0
3,6506,1.0
3,6481,1.0
3,5993,1.0
3,2215,1.0
3,6852,0.0
3,6848,1.0
3,6477,0.0
3,5513,1.0
3,8496,1.0
3,7723,0.0
3,5514,1.0
3,14342,0.0
3,6851,1.0
3,6795,1.0
3,1962,1.0
3,8286,1.0
3,1959,0.0
3,7357,1.0
3,11985,0.0
3,7828,0.0
3,3567,0.0
3,11912,1.0
3,1464,0.0
3,12321,1.0
3,10021,1.0
3,7241,1.0
3,1364,1.0
3,5987,1.0
3,6505,1.0
3,5526,1.0
3,7827,1.0
3,6508,0.0
3,5991,0.0
3,10297,1.0
3,7642,1.0
3,5524,1.0
3,12496,1.0
3,7662,0.0
3,5530,0.0
3,7342,1.0
3,8527,1.0
3,5527,0.0
3,14359,1.0
3,3846,0.0
3,5529,1.0
3,14362,0.0
3,7635,1.0
3,10212,1.0
3,7348,1.0
3,5522,1.0
3,1462,0.0
3,8495,1.0
3,3568,1.0
3,6849,1.0
3,9874,1.0
3,7352,1.0
3,8520,1.0
3,7660,0.0
3,11711,1.0
3,3569,1.0
3,10028,1.0
3,6494,0.0
3,8802,1.0
3,7644,1.0
3,5938,1.0
3,7454,1.0
3,11710,1.0
3,14352,1.0
3,437,0.0
3,11897,1.0
3,1373,1.0
3,1382,1.0
3,8793,1.0
3,7349,1.0
3,1465,1.0
3,8525,0.0
3,9875,1.0
3,14358,1.0
3,9849,1.0
3,11,1.0
3,8522,1.0
3,8287,1.0
3,5520,0.0
3,7402,1.0
3,14361,1.0
3,1960,1.0
3,12973,1.0
3,14360,1.0
3,9872,0.0
3,6480,0.0
3,6509,0.0
3,5985,1.0
3,5951,0.0
3,8526,1.0
3,9868,1.0
3,14512,1.0
3,14756,1.0
3,5528,0.0
3,5988,1.0
3,1429,1.0
3,8521,1.0
3,12326,1.0
3,5516,0.0
3,12311,1.0
3,10041,1.0
3,12392,1.0
3,12476,1.0
3,6460,1.0
3,6504,1.0
3,6472,1.0
3,3519,1.0
3,6507,1.0
3,6470,1.0
3,7664,0.0
3,6855,1.0
3,12500,1.0
3,8523,1.0
3,14363,0.0
3,1963,1.0
3,1954,1.0
3,9871,1.0
3,8785,1.0
3,5512,1.0
3,8528,1.0
3,5511,0.0
3,6478,1.0
3,6857,1.0
3,5986,1.0
3,12397,1.0
3,12495,1.0
3,14520,0.0
3,8524,0.0
3,5523,0.0
3,12315,1.0
3,12498,1.0
4,1973,1.0
4,12505,1.0
4,11992,1.0
4,10299,1.0
4,12319,0.0
4,1113,0.0
4,1471,1.0
4,1110,0.0
4,1116,0.0
4,12398,1.0
4,10220,1.0
4,5538,1.0
4,7402,1.0
4,1388,1.0
4,8491,1.0
4,5501,1.0
4,7364,1.0
4,5535,0.0
4,9136,0.0
4,8273,0.0
4,1115,1.0
4,12336,0.0
4,1112,1.0
4,12,1.0
4,1382,1.0
4,1913,1.0
4,9138,1.0
4,9140,1.0
4,4178,0.0
4,167,0.0
4,5497,1.0
4,8288,1.0
4,7832,1.0
4,1474,0.0
4,11499,1.0
4,5998,1.0
4,12476,1.0
4,8532,1.0
4,5996,0.0
4,8533,0.0
4,12313,0.0
4,1972,1.0
4,1109,1.0
4,12337,0.0
4,7804,0.0
4,7831,1.0
4,1468,0.0
4,14529,0.0
4,5537,1.0
4,4160,0.0
4,2218,0.0
4,1467,0.0
4,5927,0.0
4,11964,1.0
4,7358,1.0
4,7670,1.0
4,9836,1.0
4,6001,1.0
4,8518,1.0
4,14335,1.0
4,5965,0.0
4,11990,0.0
4,7404,1.0
4,14367,0.0
4,6859,1.0
4,3869,0.0
4,7671,1.0
4,8490,1.0
4,1475,0.0
4,8534,1.0
4,14527,0.0
4,12484,1.0
4,14525,0.0
4,1469,1.0
4,14521,0.0
4,7647,1.0
4,5986,0.0
4,7649,1.0
4,14366,1.0
4,5995,0.0
4,12974,1.0
4,3881,0.0
4,3883,0.0
4,4177,0.0
4,9860,1.0
4,2381,1.0
4,6003,1.0
4,5997,0.0
4,8494,1.0
4,12503,1.0
4,2383,1.0
4,7351,1.0
4,14503,1.0
4,7648,0.0
4,3879,0.0
4,1967,1.0
4,7830,1.0
4,5539,1.0
4,12309,1.0
4,8065,0.0
4,11991,0.0
4,7239,1.0
4,7817,0.0
4,1111,1.0
4,7390,1.0
4,3885,0.0
4,1968,1.0
4,12444,1.0
4,1108,1.0
4,11988,1.0
4,7378,1.0
4,9139,1.0
4,7710,0.0
4,12964,1.0
4,14528,0.0
4,6858,1.0
4,2382,0.0
4,12502,1.0
4,7669,0.0
4,14523,0.0
4,14524,1.0
4,7668,1.0
4,6510,1.0
4,13,1.0
4,10226,1.0
4,12501,1.0
4,7667,0.0
4,14364,1.0
4,9127,0.0
4,5534,1.0
4,8493,1.0
4,168,0.0
4,7666,0.0
4,1971,1.0
4,5938,0.0
4,14333,1.0
4,12332,0.0
4,11993,1.0
4,14365,0.0
4,14368,1.0
4,1970,1.0
4,1114,1.0
4,5536,1.0
4,1473,1.0
4,1965,1.0
4,1969,1.0
4,13969,0.0
4,8037,0.0
4,1923,1.0
4,9137,0.0
4,1966,0.0
4,2130,0.0
4,14526,0.0
4,1470,0.0
4,6002,1.0
4,166,0.0
4,7371,1.0
4,3882,0.0
4,11712,1.0
4,14522,0.0
4,7367,0.0
4,11989,0.0
4,6860,1.0
4,5999,0.0
4,11994,1.0
4,9877,1.0
4,1939,1.0
4,9879,1.0
4,3884,0.0
4,6000,1.0
4,12504,1.0
4,9878,1.0
4,5989,0.0
4,7657,0.0
4,5941,1.0
4,1368,1.0
4,1472,1.0
4,1947,1.0
4,3880,0.0
5,11181,0.0
5,14719,1.0
5,14776,1.0
5,9665,0.0
5,7851,1.0
5,6031,1.0
5,8775,1.0
5,9662,1.0
5,14559,0.0
5,11180,1.0
5,6919,1.0
5,9664,0.0
5,7685,1.0
5,11501,1.0
5,9896,1.0
5,6034,1.0
5,10797,1.0
5,6870,0.0
5,15782,1.0
5,14780,1.0
5,6918,1.0
5,5022,1.0
5,1494,1.0
5,14562,0.0
5,7666,1.0
5,10310,1.0
5,12331,1.0
5,10133,0.0
5,11926,1.0
5,8088,1.0
5,9193,0.0
5,12957,1.0
5,7678,1.0
5,8821,0.0
5,2721,1.0
5,2970,1.0
5,7660,1.0
5,1489,1.0
5,5009,1.0
5,4167,1.0
5,7729,1.0
5,6029,1.0
5,12328,1.0
5,3573,1.0
5,9556,1.0
5,1498,1.0
5,5434,0.0
5,14767,1.0
5,1490,1.0
5,12545,1.0
5,5581,1.0
5,8540,1.0
5,10003,1.0
5,15720,0.0
5,13402,1.0
5,14773,0.0
5,4158,1.0
5,606,1.0
5,2465,0.0
5,3225,1.0
5,7760,0.0
5,5019,1.0
5,5011,0.0
5,6910,1.0
5,3523,1.0
5,12997,1.0
5,14771,1.0
5,8514,1.0
5,3857,0.0
5,13401,0.0
5,14563,1.0
5,12495,1.0
5,6815,0.0
5,613,1.0
5,4196,1.0
5,2968,1.0
5,7667,1.0
5,1496,0.0
5,2719,1.0
5,16224,1.0
5,14564,0.0
5,9846,1.0
5,12329,1.0
5,14777,0.0
5,12929,1.0
5,12021,1.0
5,4192,0.0
5,14558,1.0
5,7764,1.0
5,12023,1.0
5,612,1.0
5,12020,1.0
5,9189,1.0
5,4630,0.0
5,14779,1.0
5,1492,1.0
5,8547,1.0
5,10678,1.0
5,7408,1.0
5,14511,0.0
5,4629,1.0
5,3917,1.0
5,8778,0.0
5,6492,1.0
5,2718,1.0
5,14,1.0
5,10140,1.0
5,3524,1.0
5,9668,1.0
5,9555,0.0
5,3910,1.0
5,10803,1.0
5,10802,1.0
5,5013,1.0
5,9882,0.0
5,6035,1.0
5,9202,1.0
5,7684,1.0
5,5029,1.0
5,611,0.0
5,9558,1.0
5,10804,1.0
5,3575,1.0
5,7757,1.0
5,8549,1.0
5,7356,1.0
5,13923,1.0
5,10313,1.0
5,3922,1.0
5,3896,1.0
5,11953,1.0
5,5575,1.0
5,10677,0.0
5,7391,1.0
5,3916,0.0
5,14554,1.0
5,3226,1.0
5,2131,1.0
5,9204,1.0
5,8252,0.0
5,608,0.0
5,15779,1.0
5,615,1.0
5,13000,1.0
5,10011,0.0
5,14381,1.0
5,6037,1.0
5,181,1.0
5,3919,1.0
5,6915,1.0
5,7703,1.0
5,3915,0.0
5,3577,1.0
5,7387,1.0
5,8087,1.0
