,user_id,item_id,score
270,689,8804,0.0
271,4021,15081,1.0
272,2179,8278,1.0
273,2091,14458,1.0
274,1560,3005,1.0
275,523,245,0.0
276,72,8966,1.0
277,496,8255,1.0
278,137,12720,1.0
279,2411,12073,0.0
280,451,14971,1.0
281,5,6783,1.0
282,427,338,1.0
283,66,5246,1.0
284,103,8013,1.0
285,2011,5679,1.0
286,214,1174,1.0
287,50,11433,0.0
288,687,15677,0.0
289,1040,2205,1.0
290,435,13056,1.0
291,2287,5696,1.0
292,1049,14806,1.0
293,479,10743,0.0
294,123,2013,1.0
295,5,4158,1.0
296,2295,12183,1.0
297,745,8809,0.0
298,1915,6815,0.0
299,2204,11941,1.0
300,2278,6188,1.0
301,97,8206,0.0
302,671,14571,1.0
303,103,5127,1.0
304,3431,9396,1.0
305,2689,12982,0.0
306,2033,3986,0.0
307,102,3080,1.0
308,65,2714,0.0
309,1042,13379,0.0
310,1175,9227,1.0
311,471,8359,1.0
312,26,1145,1.0
313,149,7882,0.0
314,82,13472,1.0
315,3122,8803,0.0
316,2687,12120,1.0
317,2181,6659,1.0
318,125,14028,0.0
319,126,15807,1.0
320,106,7916,1.0
321,456,4331,1.0
322,2285,6418,1.0
323,122,9452,1.0
324,98,15472,0.0
325,954,12090,0.0
326,2035,15340,1.0
327,121,2484,0.0
328,2696,13123,1.0
329,2496,8125,1.0
330,1048,11185,1.0
331,482,3888,1.0
332,2357,12977,0.0
333,1014,11195,1.0
334,427,2020,1.0
335,98,4385,0.0
336,88,14282,0.0
337,83,2093,1.0
338,217,48,1.0
339,2026,5555,1.0
340,518,10140,1.0
341,294,2607,0.0
342,473,4827,0.0
343,73,12909,0.0
344,79,9674,0.0
345,427,11528,1.0
346,76,13952,0.0
347,492,10893,1.0
348,613,209,1.0
349,445,5848,1.0
350,1113,4159,1.0
351,901,14921,1.0
352,1884,11968,1.0
353,853,444,1.0
354,75,3973,1.0
355,2331,9285,1.0
356,143,13460,0.0
357,2278,5429,0.0
358,4112,15581,0.0
359,100,9099,1.0
360,113,15876,0.0
361,99,1940,1.0
362,1693,5807,0.0
363,833,7917,1.0
364,674,12198,1.0
365,9,14807,0.0
366,875,16505,0.0
367,49,4697,0.0
368,587,5519,0.0
369,427,14283,1.0
370,209,33,1.0
371,2291,11940,0.0
372,473,2470,1.0
373,74,4522,1.0
374,477,13655,0.0
375,479,12595,1.0
376,695,332,0.0
377,1399,8141,1.0
378,53,15893,1.0
379,1638,2978,1.0
380,306,3061,1.0
381,431,10841,0.0
382,1020,5509,1.0
383,2397,8338,0.0
384,90,14955,1.0
385,2984,12405,1.0
386,2778,6054,1.0
387,1853,16521,0.0
388,498,8219,1.0
389,506,14533,1.0
390,482,14045,1.0
391,2684,7531,0.0
392,28,1092,1.0
393,64,13510,1.0
394,3355,8242,1.0
395,1010,15577,1.0
396,2988,12794,1.0
397,36,586,1.0
398,1011,7398,1.0
399,2973,15335,0.0
400,3623,15662,1.0
401,8,10119,0.0
402,83,11779,1.0
403,455,15613,1.0
404,3620,16098,1.0
405,170,7654,1.0
406,91,14261,1.0
407,675,8151,1.0
408,104,14694,1.0
409,826,12330,1.0
410,92,8412,0.0
411,1050,2545,1.0
412,470,3074,0.0
413,13,12942,0.0
414,438,2994,1.0
415,499,3902,1.0
416,2320,12036,0.0
417,290,16707,1.0
418,430,13770,1.0
419,36,16545,1.0
420,484,15805,0.0
421,469,13712,1.0
422,698,374,0.0
423,605,5533,1.0
424,918,15537,1.0
425,1117,1443,1.0
426,3118,11909,1.0
427,151,16867,0.0
428,2327,13053,1.0
429,2033,3893,0.0
430,116,11839,1.0
431,1168,15278,1.0
432,2770,12024,0.0
433,81,11742,1.0
434,882,14611,0.0
435,105,8800,0.0
436,982,7446,1.0
437,49,7352,1.0
438,2226,13110,0.0
439,1049,13372,0.0
440,2774,6786,1.0
441,87,12411,1.0
442,225,2371,0.0
443,6,8102,1.0
444,146,1589,1.0
445,1240,10282,1.0
446,446,16269,1.0
447,2653,15719,1.0
448,2829,12024,0.0
449,4041,15305,1.0
450,73,16098,1.0
451,2220,5735,1.0
452,1021,15628,1.0
453,1041,13022,1.0
454,475,13962,1.0
455,2145,15007,0.0
456,424,4730,1.0
457,82,12521,1.0
458,2720,6562,1.0
459,486,14110,1.0
460,834,7440,1.0
461,119,2507,0.0
462,1339,3001,0.0
463,147,9390,0.0
464,1024,14838,0.0
465,15,10002,1.0
466,610,5476,0.0
467,2202,6062,1.0
468,58,8781,1.0
469,221,16694,1.0
470,3564,12662,0.0
471,1330,8401,0.0
472,284,3027,1.0
473,8,9669,0.0
474,2812,13280,0.0
475,1523,13398,0.0
476,104,14750,1.0
477,2554,8083,1.0
478,98,6102,0.0
479,5,7359,1.0
480,77,13445,1.0
481,622,5471,0.0
482,1560,2535,1.0
483,445,13570,1.0
484,83,13128,1.0
485,144,6292,1.0
486,100,13832,1.0
487,509,6476,1.0
488,103,7903,0.0
489,1191,8379,1.0
490,455,17578,0.0
491,1508,14521,1.0
492,671,11984,0.0
493,423,13996,1.0
494,489,8246,1.0
495,55,7810,1.0
496,1168,15136,1.0
497,602,9774,0.0
498,467,8074,1.0
499,955,14605,0.0
500,136,10246,1.0
501,686,10016,0.0
502,138,2512,1.0
503,2530,13064,1.0
504,2065,8048,0.0
505,7,6064,1.0
506,510,7858,1.0
507,835,8832,1.0
508,453,15276,1.0
509,612,8720,1.0
510,2056,4899,0.0
511,457,13544,1.0
512,867,12482,1.0
513,1035,5690,1.0
514,2154,11636,1.0
515,719,138,0.0
516,406,34,1.0
517,1019,15276,1.0
518,2984,12213,1.0
519,122,8320,1.0
520,99,35,1.0
521,113,14294,0.0
522,451,14995,1.0
523,47,7349,1.0
524,500,2064,1.0
525,98,15072,0.0
526,2607,5472,1.0
527,1409,14124,1.0
528,1013,14718,1.0
529,67,2507,0.0
530,92,15898,1.0
531,443,13770,1.0
532,900,16529,0.0
533,2009,4563,1.0
534,2812,12264,0.0
535,3612,15733,1.0
536,1042,7314,0.0
537,121,14892,1.0
538,666,7176,0.0
539,1867,15405,1.0
540,2397,5456,1.0
541,503,16550,1.0
542,2723,13001,1.0
543,456,1047,1.0
544,1586,2874,0.0
545,1924,5646,1.0
546,704,5493,1.0
547,480,15724,1.0
548,654,7182,1.0
549,94,17555,0.0
550,605,9713,0.0
551,2846,12203,1.0
552,2289,7177,1.0
553,1047,15270,1.0
554,123,2999,1.0
555,876,5773,1.0
556,899,12459,1.0
557,84,4057,1.0
558,90,7738,0.0
559,85,11205,1.0
560,63,14791,1.0
561,2844,7206,1.0
562,2185,6053,1.0
563,9,7664,1.0
564,74,16527,1.0
565,67,15032,1.0
566,2297,12157,1.0
567,2217,14635,1.0
568,77,1574,1.0
569,741,147,0.0
570,156,10036,1.0
571,1041,12136,0.0
572,470,2996,1.0
573,2376,15129,1.0
574,75,1296,1.0
575,2962,14581,0.0
576,981,7713,1.0
577,615,8776,0.0
578,2,6482,0.0
579,3201,8165,0.0
580,2279,9232,1.0
581,452,4132,0.0
582,753,8684,1.0
583,1044,7479,0.0
584,432,4393,0.0
585,876,8517,1.0
586,71,8317,0.0
587,82,478,1.0
588,107,7350,0.0
589,2252,8083,1.0
590,293,8828,1.0
591,161,8314,1.0
592,593,8633,0.0
593,459,2779,1.0
594,38,11930,0.0
595,1218,2495,0.0
596,447,9136,1.0
597,75,12545,1.0
598,470,8453,0.0
599,110,5585,1.0
600,2678,7381,1.0
601,1615,8253,1.0
602,484,1502,1.0
603,128,3936,1.0
604,832,11769,1.0
605,850,4977,0.0
606,124,14064,0.0
607,1042,2112,1.0
608,485,14126,1.0
609,2081,5242,0.0
610,2218,7762,1.0
611,3053,12140,0.0
612,2443,7594,1.0
613,518,7819,1.0
614,1209,2489,1.0
615,461,8784,0.0
616,2653,15472,1.0
617,431,14948,0.0
618,668,13001,0.0
619,277,15007,0.0
620,483,1331,0.0
621,1073,15206,1.0
622,2491,12180,1.0
623,1933,5498,1.0
624,113,12018,1.0
625,3059,11988,0.0
626,68,688,1.0
627,796,9164,0.0
628,3769,13068,1.0
629,2312,12801,1.0
630,2719,7896,0.0
631,69,7954,1.0
632,158,9191,1.0
633,1894,7404,1.0
634,539,9750,1.0
635,2376,12585,1.0
636,65,3990,1.0
637,1966,3759,1.0
638,438,5203,1.0
639,306,16679,1.0
640,685,8538,0.0
641,868,10069,1.0
642,75,15863,0.0
643,217,10253,0.0
644,1617,15328,0.0
645,757,10044,0.0
646,929,14033,1.0
647,3150,7480,1.0
648,3780,13026,1.0
649,2924,12682,1.0
650,1032,5957,1.0
651,447,12971,0.0
652,2709,5936,0.0
653,459,1324,1.0
654,455,15200,1.0
655,930,8676,0.0
656,806,280,1.0
657,800,10316,1.0
658,2858,7159,1.0
659,6,8656,0.0
660,2159,7394,1.0
661,1841,7771,0.0
662,45,16542,0.0
663,1410,15980,1.0
664,211,1259,0.0
665,127,4014,0.0
666,929,1581,1.0
667,503,12320,1.0
668,480,10707,1.0
669,1573,8266,1.0
670,508,7679,1.0
671,451,9088,1.0
672,2370,5630,1.0
673,1677,2968,1.0
674,3620,15759,1.0
675,61,14919,1.0
676,2633,11615,1.0
677,1051,2155,1.0
678,1337,8247,0.0
679,886,15358,1.0
680,61,3922,1.0
681,1985,5604,0.0
682,59,5000,1.0
683,1018,6123,1.0
684,1028,5487,0.0
685,41,7688,1.0
686,468,8109,1.0
687,493,5377,1.0
688,3014,10293,1.0
689,2194,14635,0.0
690,7,9098,1.0
691,1041,9919,0.0
692,125,13572,1.0
693,502,14864,1.0
694,471,8392,1.0
695,488,7476,1.0
696,447,15904,1.0
697,443,14786,1.0
698,3,12910,1.0
699,72,5424,1.0
700,493,7502,1.0
701,1098,14514,0.0
702,135,14576,1.0
703,201,2070,1.0
704,295,12337,1.0
705,447,7520,1.0
706,106,15783,0.0
707,1572,8336,0.0
708,438,5163,1.0
709,851,12150,1.0
710,594,5495,0.0
711,894,7425,1.0
712,446,6608,1.0
713,251,72,1.0
714,15,5578,1.0
715,1606,2885,1.0
716,854,15803,1.0
717,488,9457,1.0
718,1048,13400,0.0
719,992,1212,0.0
720,488,9460,1.0
721,79,13438,1.0
722,684,8538,1.0
723,468,13800,1.0
724,92,8682,0.0
725,3102,12031,1.0
726,660,10052,1.0
727,457,13485,1.0
728,1532,4991,0.0
729,2792,14721,0.0
730,547,16231,0.0
731,69,4380,0.0
732,718,5470,0.0
733,454,13944,1.0
734,49,14604,0.0
735,908,15386,1.0
736,48,15784,1.0
737,3602,15649,1.0
738,2972,15733,1.0
739,1397,8110,1.0
740,2173,8785,0.0
741,479,434,1.0
742,2097,7389,0.0
743,2201,15309,0.0
744,113,1004,1.0
745,889,16542,0.0
746,0,8781,1.0
747,122,10452,0.0
748,480,11434,1.0
749,122,12309,1.0
750,90,13802,1.0
751,533,314,0.0
752,469,109,0.0
753,445,14687,1.0
754,2177,14729,0.0
755,608,5574,0.0
756,11,8151,1.0
757,2277,12058,1.0
758,662,7046,0.0
759,459,1378,1.0
760,666,13008,1.0
761,867,12478,1.0
762,2326,14702,1.0
763,136,16528,1.0
764,812,1205,0.0
765,107,969,1.0
766,462,13026,0.0
767,5,9114,1.0
768,1914,9366,1.0
769,9,3936,0.0
770,729,5546,1.0
771,129,17397,1.0
772,1154,15208,1.0
773,2717,6414,1.0
774,485,2764,0.0
775,557,210,0.0
776,2869,11915,1.0
777,1352,8400,0.0
778,1013,5445,1.0
779,1185,13355,0.0
780,3398,9131,1.0
781,464,14115,1.0
782,1100,8146,0.0
783,108,15900,0.0
784,457,12062,1.0
785,1027,14512,1.0
786,510,12314,1.0
787,3359,15740,1.0
788,2506,7444,0.0
789,2276,12136,1.0
790,147,7681,1.0
791,60,14783,1.0
792,440,5495,0.0
793,2804,12113,0.0
794,66,9129,0.0
795,438,5132,1.0
796,3667,12056,1.0
797,2159,14855,0.0
798,481,15811,0.0
799,611,5477,1.0
800,2804,5953,0.0
801,2217,7774,0.0
802,1356,3043,0.0
803,730,292,0.0
804,553,1914,1.0
805,489,2475,1.0
806,892,8552,1.0
807,2295,12156,0.0
808,81,9719,1.0
809,485,4104,0.0
810,3557,10659,1.0
811,1571,7309,1.0
812,2278,6017,0.0
813,127,12342,1.0
814,450,7490,1.0
815,1052,1165,0.0
816,46,8137,1.0
817,2840,7485,1.0
818,1345,1423,0.0
819,112,8300,1.0
820,1122,4256,1.0
821,2845,11931,1.0
822,37,15838,1.0
823,5,14557,1.0
824,109,13789,1.0
825,2032,15042,0.0
826,495,10267,1.0
827,541,8711,0.0
828,80,9151,0.0
829,891,5772,1.0
830,509,8095,1.0
831,80,5264,1.0
832,482,16496,1.0
833,1720,3106,0.0
834,730,5514,1.0
835,519,12642,1.0
836,551,2001,1.0
837,2221,7499,1.0
838,2646,14722,1.0
839,1480,7516,0.0
840,82,13361,0.0
841,32,9184,0.0
842,2788,10452,1.0
843,221,10254,1.0
844,742,11499,1.0
845,1983,4315,0.0
846,1052,10050,0.0
847,490,14455,1.0
848,100,11371,0.0
849,892,11643,0.0
850,485,2055,1.0
851,589,5534,1.0
852,6,14808,1.0
853,428,9244,1.0
854,2503,11954,0.0
855,69,14966,1.0
856,472,5006,0.0
857,489,3961,1.0
858,465,1099,0.0
859,1513,17079,0.0
860,465,15277,1.0
861,1593,2893,0.0
862,2924,14542,0.0
863,41,2761,1.0
864,107,1353,1.0
865,1,17318,0.0
866,68,2516,0.0
867,98,11428,1.0
868,10,8786,1.0
869,2634,6526,0.0
870,0,7649,1.0
871,0,4375,0.0
872,8,3528,1.0
873,792,8847,1.0
874,2534,10977,0.0
875,93,15847,1.0
876,482,1469,0.0
877,457,12687,1.0
878,432,16532,1.0
879,2878,14497,0.0
880,890,8787,0.0
881,882,16520,0.0
882,1212,2488,0.0
883,459,4018,0.0
884,427,1671,0.0
885,104,2459,1.0
886,96,13554,1.0
887,756,5936,1.0
888,96,5014,1.0
889,1402,13554,1.0
890,2178,13149,1.0
891,441,9426,1.0
892,96,2982,1.0
893,2400,5602,0.0
894,2318,13092,0.0
895,495,12947,1.0
896,1047,12857,0.0
897,2774,8177,0.0
898,438,5223,0.0
899,11,663,0.0
900,1015,8028,0.0
901,431,3524,1.0
902,1427,14169,1.0
903,454,1427,1.0
904,195,2203,0.0
905,324,12,1.0
906,4019,14734,1.0
907,198,339,0.0
908,2556,6468,1.0
909,2304,11898,0.0
910,434,997,1.0
911,1118,5603,1.0
912,751,12604,1.0
913,767,174,1.0
914,2497,5656,1.0
915,72,5539,0.0
916,2704,14773,1.0
917,2345,6921,1.0
918,2630,6271,1.0
919,1201,2516,0.0
920,11,3863,0.0
921,89,12315,0.0
922,1099,12542,1.0
923,96,11427,0.0
924,1035,5468,1.0
925,489,8253,1.0
926,674,14567,1.0
927,873,8799,1.0
928,88,13682,0.0
929,2188,8278,1.0
930,49,1556,1.0
931,1068,16555,1.0
932,514,12396,0.0
933,1017,15612,1.0
934,480,4314,0.0
935,1999,4626,1.0
936,2559,5476,1.0
937,161,9335,1.0
938,274,8574,1.0
939,447,14721,1.0
940,94,15827,1.0
941,467,5984,0.0
942,5,2970,1.0
943,2771,12170,0.0
944,1114,11978,1.0
945,876,15718,0.0
946,2453,10034,0.0
947,1003,1468,1.0
948,774,145,0.0
949,981,12145,1.0
950,739,175,1.0
951,1450,16233,1.0
952,84,287,1.0
953,955,14445,0.0
954,104,13483,0.0
955,2000,10323,1.0
956,653,1938,1.0
957,37,8485,1.0
958,143,17434,1.0
959,1048,13137,0.0
960,135,11383,1.0
961,129,460,0.0
962,2452,10339,0.0
963,480,1435,0.0
964,119,2506,0.0
965,776,9493,0.0
966,114,7032,1.0
967,748,12117,1.0
968,3137,13032,1.0
969,158,9843,0.0
970,1022,5741,1.0
971,95,30,1.0
972,2275,7857,1.0
973,104,15861,0.0
974,2825,13116,1.0
975,59,15765,1.0
976,754,12551,1.0
977,1051,12874,0.0
978,2016,4616,1.0
979,605,11404,0.0
980,661,6508,0.0
981,460,8392,1.0
982,1006,7431,1.0
983,189,16471,0.0
984,503,16526,0.0
985,47,9571,1.0
986,7,6460,0.0
987,1101,2242,0.0
988,733,5509,1.0
989,612,5929,0.0
990,436,15830,1.0
991,2693,7819,1.0
992,84,17578,0.0
993,514,9295,1.0
994,3601,14906,0.0
995,2365,5625,1.0
996,423,2515,0.0
997,1022,1598,1.0
998,870,8142,1.0
999,490,11444,1.0
1000,644,6469,1.0
1001,454,16478,0.0
1002,2975,15086,0.0
1003,479,14733,1.0
1004,100,8797,0.0
1005,2684,12186,1.0
1006,513,7771,0.0
1007,67,2806,1.0
1008,1330,8317,0.0
1009,474,13015,1.0
1010,36,5581,1.0
1011,98,8358,0.0
1012,928,3560,0.0
1013,83,1935,1.0
1014,438,1917,1.0
1015,432,1311,0.0
1016,9,7494,0.0
1017,64,12359,1.0
1018,2309,12907,0.0
1019,87,191,1.0
1020,80,208,1.0
1021,1639,17234,1.0
1022,491,9336,1.0
1023,466,4914,1.0
1024,585,335,1.0
1025,87,8130,0.0
1026,430,38,0.0
1027,477,9214,1.0
1028,2310,10076,0.0
1029,38,9137,1.0
1030,451,14704,1.0
1031,442,1018,1.0
1032,337,2626,1.0
1033,534,5745,1.0
1034,1065,2410,0.0
1035,749,10055,1.0
1036,1022,9135,1.0
1037,644,9253,0.0
1038,71,13198,1.0
1039,1993,15238,0.0
1040,1039,6135,0.0
1041,59,3871,1.0
1042,1175,1598,1.0
1043,3182,12936,0.0
1044,1052,2377,0.0
1045,2340,8286,0.0
1046,462,16093,0.0
1047,2031,12293,1.0
1048,465,14029,0.0
1049,448,12487,1.0
1050,479,9705,1.0
1051,85,3858,1.0
1052,2610,5624,1.0
1053,191,9964,1.0
1054,1214,13361,0.0
1055,2356,10390,0.0
1056,551,164,0.0
1057,94,5483,1.0
1058,111,1286,0.0
1059,2413,13145,0.0
1060,189,9558,1.0
1061,2506,12215,0.0
1062,112,14801,1.0
1063,549,5587,1.0
1064,86,3888,0.0
1065,537,6242,1.0
1066,2942,14584,0.0
1067,1904,3518,1.0
1068,502,1662,1.0
1069,540,5498,1.0
1070,932,4297,1.0
1071,2456,5575,0.0
1072,1016,14445,0.0
1073,105,12463,1.0
1074,439,516,1.0
1075,76,14868,0.0
1076,1016,15549,1.0
1077,2132,5453,1.0
1078,292,8794,0.0
1079,90,8368,1.0
1080,1480,2150,0.0
1081,77,7790,1.0
1082,424,8325,0.0
1083,597,6562,0.0
1084,1860,3630,1.0
1085,2016,12663,1.0
1086,302,104,0.0
1087,481,5531,0.0
1088,423,13452,1.0
1089,61,1312,1.0
1090,430,977,1.0
1091,97,11429,1.0
1092,447,13860,1.0
1093,113,16463,1.0
1094,2789,6031,1.0
1095,3664,12322,0.0
1096,1331,14957,0.0
1097,675,8857,1.0
1098,104,9142,1.0
1099,58,5567,1.0
1100,91,16257,1.0
1101,3940,15241,0.0
1102,90,13798,0.0
1103,83,14258,1.0
1104,2157,14974,0.0
1105,497,13755,1.0
1106,496,14708,1.0
1107,445,14303,1.0
1108,3999,14987,0.0
1109,826,12333,1.0
1110,449,4107,1.0
1111,105,13875,0.0
1112,2406,14460,0.0
1113,1336,5525,0.0
1114,510,10086,0.0
1115,198,2013,0.0
1116,434,11705,1.0
1117,699,5686,1.0
1118,87,8325,1.0
1119,224,9053,0.0
1120,482,4011,0.0
1121,450,1932,1.0
1122,1503,16544,1.0
1123,878,6504,1.0
1124,94,4303,0.0
1125,439,3958,0.0
1126,470,1014,1.0
1127,439,1729,1.0
1128,37,32,1.0
1129,59,10255,1.0
1130,74,10978,1.0
1131,117,11437,1.0
1132,93,1318,0.0
1133,492,13440,1.0
1134,610,9686,0.0
1135,551,275,0.0
1136,622,8785,0.0
1137,83,12313,1.0
1138,48,12440,1.0
1139,909,743,1.0
1140,1034,15011,0.0
1141,448,15680,1.0
1142,73,11439,1.0
1143,98,14426,0.0
1144,468,8253,1.0
1145,1024,5736,1.0
1146,688,314,0.0
1147,1896,7463,0.0
1148,111,9715,0.0
1149,887,824,1.0
1150,472,4656,1.0
1151,117,12328,1.0
1152,2946,11433,0.0
1153,745,13117,1.0
1154,83,10688,1.0
1155,445,10688,1.0
1156,438,302,1.0
1157,2098,13530,0.0
1158,136,1943,1.0
1159,1889,5744,1.0
1160,684,1581,1.0
1161,772,9222,1.0
1162,1116,9991,1.0
1163,875,13125,0.0
1164,222,1147,1.0
1165,695,8775,1.0
1166,71,11500,1.0
1167,3608,11185,1.0
1168,508,7750,0.0
1169,853,4701,0.0
1170,2580,5691,1.0
1171,2290,7781,0.0
1172,459,13364,0.0
1173,2190,5518,1.0
1174,125,15764,1.0
1175,782,259,0.0
1176,469,16374,1.0
1177,1883,7382,1.0
1178,1894,8262,1.0
1179,535,2025,1.0
1180,142,9249,1.0
1181,447,11935,1.0
1182,867,11919,1.0
1183,2690,13052,1.0
1184,503,11440,1.0
1185,1582,2913,0.0
1186,1237,8799,0.0
1187,79,11508,1.0
1188,2951,14613,0.0
1189,461,11419,1.0
1190,461,16258,1.0
1191,682,2629,1.0
1192,81,9096,1.0
1193,63,3966,0.0
1194,684,8523,1.0
1195,1592,3057,1.0
1196,167,1467,1.0
1197,870,8054,1.0
1198,45,9999,1.0
1199,118,15111,1.0
1200,658,1763,0.0
1201,440,360,1.0
1202,128,9439,1.0
1203,1335,8412,0.0
1204,1705,3031,0.0
1205,449,13866,1.0
1206,2726,7193,0.0
1207,749,12332,1.0
1208,471,12466,0.0
1209,908,689,0.0
1210,71,10262,1.0
1211,2778,6463,1.0
1212,2147,10382,1.0
1213,683,1567,0.0
1214,118,2101,1.0
1215,3550,10536,1.0
1216,666,2357,0.0
1217,1340,12479,0.0
